"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
        4585,       0.184434813,     -0.4126969149,        1.91715986,       1.671713391,       4.548655128,      -9.304832241,   2.379184875e-09,   1.778169779e-06,                 1,                 1,                 1
        4586,       0.184434547,     -0.4377167706,       1.805094823,       1.522693877,       4.864970856,      -9.304383099,   2.379185053e-09,   1.778169779e-06,                 1,                 1,                 1
        4587,      0.1844342527,      -0.421034217,       1.914652536,       1.671454215,       4.544396584,      -9.303940277,   2.379185244e-09,   1.778169779e-06,                 1,                 1,                 1
        4588,      0.1844339987,     -0.4187378192,        1.91149459,       1.671041336,       4.546880811,       -9.30349738,    2.37918545e-09,   1.778169779e-06,                 1,                 1,                 1
        4589,       0.184433708,      -0.421824401,       1.912333141,       1.671080535,       4.544936603,      -9.303062564,    2.37918567e-09,   1.778169779e-06,                 1,                 1,                 1
        4590,      0.1844370924,     -0.4211299586,       1.909473935,       1.670784034,       4.545931721,      -9.302628861,   2.379185908e-09,   1.778169779e-06,                 1,                 1,                 1
        4591,      0.1844368209,     -0.4213767656,       1.911466794,       1.671006929,        4.54430926,      -9.302204982,   2.379186164e-09,   1.778169779e-06,                 1,                 1,                 1
        4592,      0.1844366026,     -0.4448310112,       1.801089942,       1.522810477,       4.864908764,      -9.301776533,   2.379186441e-09,   1.778169779e-06,                 1,                 1,                 1
        4593,      0.1844363889,     -0.4200736727,       1.912594634,       1.671382779,       4.544650547,      -9.301361461,    2.37918674e-09,   1.778169779e-06,                 1,                 1,                 1
        4594,      0.1844378243,     -0.4252894495,       1.912274753,       1.671381179,       4.936658614,       -9.30093306,   2.379187063e-09,   1.778169779e-06,                 1,                 1,                 1
        4595,      0.1844376945,     -0.4285873634,        1.91108476,          1.671337,       4.541553728,      -9.300514705,   2.379187409e-09,   1.778169779e-06,                 1,                 1,                 1
        4596,      0.1844374718,     -0.4207847602,       1.911211881,       1.670994582,       4.546345374,      -9.300097653,    2.37918778e-09,   1.778169779e-06,                 1,                 1,                 1
        4597,      0.1844373701,      -0.422338685,       1.910382573,       1.671050137,       4.544267516,      -9.299685547,   2.379188176e-09,   1.778169779e-06,                 1,                 1,                 1
        4598,      0.1844372668,     -0.4214225277,       1.909849888,       1.670905696,       4.543813717,      -9.299270559,   2.379188596e-09,   1.778169779e-06,                 1,                 1,                 1
        4599,      0.1844422641,     -0.4214800682,       1.912087082,       1.671159721,       4.544395839,      -9.298170152,    2.37918904e-09,   1.778169779e-06,                 1,                 1,                 1
        4600,      0.1844421448,     -0.4208230132,       1.910297611,       1.670794914,       4.544545212,      -9.297745175,   2.379189507e-09,   1.778169779e-06,                 1,                 1,                 1
        4601,      0.1844514777,     -0.4200691778,         1.9124564,       1.671026569,       4.543792204,      -9.297336637,   2.379189996e-09,   1.778169779e-06,                 1,                 1,                 1
        4602,      0.1844514088,       -0.42037815,       1.912910108,       1.671105418,       4.542493945,      -9.296943085,   2.379190507e-09,   1.778169779e-06,                 1,                 1,                 1
        4603,      0.1844513975,     -0.4201350675,       1.913318944,       1.671184279,       4.542673881,      -9.296542055,   2.379191039e-09,   1.778169779e-06,                 1,                 1,                 1
        4604,      0.1844513429,     -0.4219630979,       1.912216051,         1.6710795,        4.54234301,      -9.296130985,   2.379191591e-09,   1.778169779e-06,                 1,                 1,                 1
        4605,      0.1844512565,     -0.4215744716,       1.908634924,       1.670686087,       4.543123479,      -9.295746205,   2.379192161e-09,   1.778169779e-06,                 1,                 1,                 1
        4606,      0.1844512795,     -0.4215511281,        1.91209188,       1.671198353,       4.542613591,      -9.295365723,    2.37919275e-09,   1.778169779e-06,                 1,                 1,                 1
        4607,      0.1844512741,     -0.4217926614,       1.910293065,       1.670963093,       4.542459819,      -9.295019052,   2.379193355e-09,   1.778169779e-06,                 1,                 1,                 1
        4608,      0.1844513309,     -0.4191135359,       1.908747693,       1.670610249,       4.543623548,       -9.29469847,   2.379193978e-09,   1.778169779e-06,                 1,                 1,                 1
        4609,      0.1844513313,     -0.4215313664,       1.913412704,       1.671807064,       4.541938791,       -9.29441071,   2.379194615e-09,   1.778169779e-06,                 1,                 1,                 1
        4610,      0.1844513581,      -0.419246315,       1.913167384,       1.671369637,       4.542494429,       -9.29410985,   2.379195268e-09,   1.778169779e-06,                 1,                 1,                 1
        4611,      0.1844514167,     -0.4379766283,       1.802120382,       1.521858423,       4.865443832,      -9.293819617,   2.379195935e-09,   1.778169779e-06,                 1,                 1,                 1
        4612,      0.1844514249,     -0.4170914032,       1.912698907,       1.670951862,       4.931328951,      -9.293496674,   2.379196617e-09,   1.778169779e-06,                 1,                 1,                 1
        4613,      0.1844521295,     -0.4194421524,        1.91449483,       1.671286527,       4.541512729,      -9.293157007,   2.379197311e-09,   1.778169779e-06,                 1,                 1,                 1
        4614,       0.184453118,     -0.4219799082,       1.910042574,       1.670771194,       4.541846998,      -9.292806281,   2.379198016e-09,   1.778169779e-06,                 1,                 1,                 1
        4615,      0.1844531289,     -0.4231162187,       1.907523082,       1.670552963,       4.542711476,      -9.292453817,   2.379198731e-09,   1.778169779e-06,                 1,                 1,                 1
        4616,      0.1844580187,     -0.4199300445,        1.90767258,       1.670480685,       4.542693379,      -9.292096733,   2.379199455e-09,   1.778169779e-06,                 1,                 1,                 1
        4617,      0.1844580731,     -0.4206018795,       1.912404926,       1.671773166,       4.541679924,      -9.291745242,   2.379200186e-09,   1.778169779e-06,                 1,                 1,                 1
        4618,      0.1844580958,     -0.4384217935,       1.800910885,       1.521468313,       4.866299968,      -9.291392736,   2.379200924e-09,   1.778169779e-06,                 1,                 1,                 1
